geoid,name,B02001001,"B02001001, Error",B02001002,"B02001002, Error",B02001003,"B02001003, Error",B02001004,"B02001004, Error",B02001005,"B02001005, Error",B02001006,"B02001006, Error",B02001007,"B02001007, Error",B02001008,"B02001008, Error",B02001009,"B02001009, Error",B02001010,"B02001010, Error"
15000US060372371014,"Block Group 4, Los Angeles, CA",1132,457,671,458,75,71,0,12,0,12,30,41,356,216,0,12,0,12,0,12
15000US060372371015,"Block Group 5, Los Angeles, CA",830,293,253,211,255,132,0,12,0,12,0,12,281,179,41,57,17,27,24,51
15000US060372371021,"Block Group 1, Los Angeles, CA",1055,329,309,239,212,95,0,12,0,12,0,12,528,256,6,9,6,9,0,12
15000US060372371022,"Block Group 2, Los Angeles, CA",1830,357,519,300,514,156,14,22,0,12,0,12,723,297,60,93,0,12,60,93
15000US060372372011,"Block Group 1, Los Angeles, CA",1207,430,513,296,189,156,0,12,0,12,0,12,494,314,11,16,11,16,0,12
15000US060372372012,"Block Group 2, Los Angeles, CA",1936,375,586,261,508,236,0,12,51,69,0,12,701,336,90,99,19,22,71,96
15000US060372372013,"Block Group 3, Los Angeles, CA",551,244,181,195,283,141,0,12,1,5,0,12,86,72,0,12,0,12,0,12
15000US060372372021,"Block Group 1, Los Angeles, CA",1658,678,668,556,350,245,0,12,0,12,0,12,640,398,0,12,0,12,0,12
15000US060372372022,"Block Group 2, Los Angeles, CA",891,317,126,93,284,151,0,12,0,12,0,12,472,301,9,14,9,14,0,12
15000US060372372023,"Block Group 3, Los Angeles, CA",957,359,185,146,377,244,30,50,0,12,0,12,365,248,0,12,0,12,0,12
15000US060372372024,"Block Group 4, Los Angeles, CA",1214,478,247,244,674,314,0,12,0,12,0,12,207,142,86,132,86,132,0,12
15000US060372373001,"Block Group 1, Los Angeles, CA",792,303,11,19,700,285,0,12,1,2,0,12,1,2,79,111,0,12,79,111
15000US060372373002,"Block Group 2, Los Angeles, CA",847,342,31,60,517,247,0,12,0,12,0,12,299,283,0,12,0,12,0,12
15000US060372373003,"Block Group 3, Los Angeles, CA",1517,403,240,173,895,292,0,12,0,12,0,12,382,309,0,12,0,12,0,12
15000US060372373004,"Block Group 4, Los Angeles, CA",983,316,117,127,753,258,0,12,93,150,0,12,0,12,20,25,10,19,10,16
15000US060372373005,"Block Group 5, Los Angeles, CA",822,287,234,178,373,245,0,12,7,11,0,12,208,189,0,12,0,12,0,12
15000US060372374011,"Block Group 1, Los Angeles, CA",1683,644,731,347,284,179,0,12,0,12,0,12,668,576,0,12,0,12,0,12
15000US060372374012,"Block Group 2, Los Angeles, CA",1164,351,128,89,332,183,15,31,0,12,0,12,627,332,62,93,58,91,4,8
15000US060372374013,"Block Group 3, Los Angeles, CA",635,331,185,218,257,164,0,12,0,12,0,12,163,148,30,39,17,21,13,21
15000US060372374021,"Block Group 1, Los Angeles, CA",1538,539,684,524,649,230,0,12,0,12,0,12,205,167,0,12,0,12,0,12
15000US060372374022,"Block Group 2, Los Angeles, CA",1066,295,457,261,235,129,1,4,1,4,0,12,353,211,19,28,19,28,0,12
15000US060372374023,"Block Group 3, Los Angeles, CA",800,215,124,122,503,187,0,12,0,12,0,12,168,165,5,9,5,9,0,12
15000US060372375001,"Block Group 1, Los Angeles, CA",1978,311,508,259,546,199,0,12,162,205,0,12,762,212,0,12,0,12,0,12
15000US060372375002,"Block Group 2, Los Angeles, CA",596,232,89,110,240,167,0,12,19,23,10,15,238,153,0,12,0,12,0,12
15000US060372376001,"Block Group 1, Los Angeles, CA",1265,422,608,287,137,78,0,12,0,12,0,12,520,330,0,12,0,12,0,12
15000US060372376002,"Block Group 2, Los Angeles, CA",1274,334,381,241,264,115,0,12,0,12,0,12,629,285,0,12,0,12,0,12
15000US060372376003,"Block Group 3, Los Angeles, CA",714,265,230,170,201,105,0,12,0,12,0,12,283,234,0,12,0,12,0,12
15000US060372376004,"Block Group 4, Los Angeles, CA",639,201,154,139,282,146,0,12,0,12,0,12,172,161,31,42,13,25,18,23
15000US060372377101,"Block Group 1, Los Angeles, CA",1614,393,936,359,230,123,6,11,0,12,0,12,352,222,90,95,68,91,22,34
15000US060372377102,"Block Group 2, Los Angeles, CA",1852,436,520,316,500,176,0,12,201,318,0,12,631,289,0,12,0,12,0,12
15000US060372377201,"Block Group 1, Los Angeles, CA",636,262,197,157,91,52,0,12,3,7,0,12,345,266,0,12,0,12,0,12
15000US060372377202,"Block Group 2, Los Angeles, CA",2753,403,962,399,537,171,0,12,0,12,0,12,1120,406,134,143,0,12,134,143
15000US060372378001,"Block Group 1, Los Angeles, CA",1533,624,58,71,1230,509,0,12,0,12,0,12,216,176,29,46,16,25,13,21
15000US060372378002,"Block Group 2, Los Angeles, CA",1137,519,132,155,765,457,0,12,0,12,0,12,233,252,7,12,0,12,7,12
15000US060372378003,"Block Group 3, Los Angeles, CA",1063,474,134,146,787,391,0,12,0,12,0,12,142,225,0,12,0,12,0,12
15000US060372378004,"Block Group 4, Los Angeles, CA",913,350,205,184,462,235,0,12,0,12,0,12,238,273,8,13,0,12,8,13
15000US060372379001,"Block Group 1, Los Angeles, CA",649,222,0,12,580,227,0,12,40,60,0,12,29,49,0,12,0,12,0,12
15000US060372379002,"Block Group 2, Los Angeles, CA",1516,394,86,93,1254,391,0,12,0,12,0,12,136,125,40,48,0,12,40,48
15000US060372379003,"Block Group 3, Los Angeles, CA",664,200,44,92,528,214,20,32,0,12,12,19,25,39,35,59,0,12,35,59
15000US060372379004,"Block Group 4, Los Angeles, CA",909,329,52,58,857,319,0,12,0,12,0,12,0,12,0,12,0,12,0,12
15000US060372380001,"Block Group 1, Los Angeles, CA",419,251,93,108,273,240,0,12,0,12,0,12,53,110,0,12,0,12,0,12
15000US060372380002,"Block Group 2, Los Angeles, CA",836,504,214,303,565,422,0,12,0,12,0,12,27,74,30,44,30,44,0,12
15000US060372380003,"Block Group 3, Los Angeles, CA",793,430,105,102,583,373,0,12,104,176,0,12,0,12,1,4,0,12,1,4
15000US060372380004,"Block Group 4, Los Angeles, CA",1270,635,213,286,1037,624,0,12,0,12,0,12,20,35,0,12,0,12,0,12
15000US060372380005,"Block Group 5, Los Angeles, CA",1114,374,168,197,872,311,0,12,0,12,0,12,42,80,32,60,0,12,32,60
15000US060372380006,"Block Group 6, Los Angeles, CA",1272,446,59,134,1188,447,0,12,0,12,0,12,25,43,0,12,0,12,0,12
15000US060372381001,"Block Group 1, Los Angeles, CA",1644,376,191,217,1319,376,0,12,0,12,0,12,104,121,30,48,0,12,30,48
15000US060372381002,"Block Group 2, Los Angeles, CA",1856,540,184,167,1313,505,0,12,0,12,0,12,295,286,64,48,0,12,64,48
15000US060372381003,"Block Group 3, Los Angeles, CA",467,191,0,12,414,184,0,12,0,12,0,12,53,81,0,12,0,12,0,12
15000US060372381004,"Block Group 4, Los Angeles, CA",1099,287,162,163,855,296,10,17,0,12,0,12,10,16,62,79,49,76,13,19
15000US060372382001,"Block Group 1, Los Angeles, CA",1120,386,94,148,975,362,0,12,1,3,0,12,29,46,21,38,21,38,0,12
15000US060372382002,"Block Group 2, Los Angeles, CA",1291,432,0,12,1162,419,0,12,44,66,0,12,33,52,52,65,0,12,52,65
15000US060372382003,"Block Group 3, Los Angeles, CA",991,347,133,129,659,316,0,12,40,80,0,12,146,196,13,20,0,12,13,20
15000US060372382004,"Block Group 4, Los Angeles, CA",1831,637,253,195,1324,633,0,12,0,12,0,12,147,231,107,175,0,12,107,175
15000US060372383101,"Block Group 1, Los Angeles, CA",2129,529,593,314,471,250,0,12,0,12,0,12,1045,456,20,26,20,26,0,12
15000US060372383102,"Block Group 2, Los Angeles, CA",2437,460,552,241,617,172,0,12,0,12,0,12,1249,477,19,35,19,35,0,12
15000US060372383201,"Block Group 1, Los Angeles, CA",1536,417,349,173,386,205,0,12,0,12,0,12,801,335,0,12,0,12,0,12
15000US060372383202,"Block Group 2, Los Angeles, CA",842,340,236,186,478,254,0,12,0,12,0,12,128,150,0,12,0,12,0,12
15000US060372383203,"Block Group 3, Los Angeles, CA",859,404,386,284,65,42,0,12,0,12,0,12,408,294,0,12,0,12,0,12
15000US060372384001,"Block Group 1, Los Angeles, CA",1324,463,44,56,1145,441,0,12,0,12,0,12,135,124,0,12,0,12,0,12
15000US060372384002,"Block Group 2, Los Angeles, CA",1349,362,135,120,1106,336,0,12,2,4,14,18,72,85,20,23,0,12,20,23
15000US060372384003,"Block Group 3, Los Angeles, CA",803,344,157,130,646,339,0,12,0,12,0,12,0,12,0,12,0,12,0,12
15000US060372384004,"Block Group 4, Los Angeles, CA",1112,307,130,93,883,292,0,12,0,12,0,12,43,55,56,60,8,13,48,57
15000US060372392011,"Block Group 1, Los Angeles, CA",1352,317,319,187,299,158,0,12,0,12,0,12,734,314,0,12,0,12,0,12
15000US060372392012,"Block Group 2, Los Angeles, CA",997,391,130,97,21,26,0,12,11,18,0,12,835,392,0,12,0,12,0,12
15000US060372392013,"Block Group 3, Los Angeles, CA",851,254,179,170,251,114,0,12,0,12,0,12,421,212,0,12,0,12,0,12
15000US060372392021,"Block Group 1, Los Angeles, CA",2229,634,570,385,353,269,0,12,0,12,0,12,1257,501,49,48,33,41,16,27
15000US060372392022,"Block Group 2, Los Angeles, CA",1159,468,426,313,76,92,0,12,0,12,0,12,657,375,0,12,0,12,0,12
15000US060372392023,"Block Group 3, Los Angeles, CA",1579,337,559,269,345,159,79,112,0,12,0,12,596,328,0,12,0,12,0,12
15000US060372393101,"Block Group 1, Los Angeles, CA",1069,331,491,247,148,114,74,81,0,12,0,12,356,244,0,12,0,12,0,12
15000US060372393102,"Block Group 2, Los Angeles, CA",1763,456,261,177,426,225,0,12,0,12,0,12,1074,444,2,4,1,2,1,2
15000US060372393103,"Block Group 3, Los Angeles, CA",1334,406,322,205,162,223,19,28,0,12,0,12,827,337,4,7,4,7,0,12
15000US060372393201,"Block Group 1, Los Angeles, CA",1514,324,400,200,325,136,0,12,0,12,0,12,789,308,0,12,0,12,0,12
15000US060372393202,"Block Group 2, Los Angeles, CA",1928,426,656,338,370,154,0,12,0,12,19,33,883,398,0,12,0,12,0,12
15000US060372393301,"Block Group 1, Los Angeles, CA",1698,361,398,222,352,218,64,85,0,12,0,12,841,304,43,67,43,67,0,12
15000US060372393302,"Block Group 2, Los Angeles, CA",1265,328,394,241,273,154,0,12,0,12,0,12,563,277,35,32,35,32,0,12
15000US060372395011,"Block Group 1, Los Angeles, CA",1381,360,611,274,294,200,0,12,0,12,0,12,476,205,0,12,0,12,0,12
15000US060372395012,"Block Group 2, Los Angeles, CA",984,382,435,361,371,157,0,12,0,12,0,12,178,143,0,12,0,12,0,12
15000US060372395013,"Block Group 3, Los Angeles, CA",1060,278,428,177,356,239,0,12,0,12,0,12,244,144,32,30,21,34,11,18
15000US060372395021,"Block Group 1, Los Angeles, CA",1209,366,668,285,195,127,0,12,0,12,0,12,346,329,0,12,0,12,0,12
15000US060372395022,"Block Group 2, Los Angeles, CA",1190,347,605,324,48,48,23,28,0,12,0,12,502,223,12,18,12,18,0,12
15000US060372395023,"Block Group 3, Los Angeles, CA",986,315,508,270,289,160,0,12,0,12,0,12,189,168,0,12,0,12,0,12
15000US060372396011,"Block Group 1, Los Angeles, CA",1437,307,523,282,374,193,0,12,0,12,0,12,480,220,60,62,50,60,10,14
15000US060372396012,"Block Group 2, Los Angeles, CA",2074,413,651,309,344,179,0,12,13,18,0,12,1066,337,0,12,0,12,0,12
15000US060372396021,"Block Group 1, Los Angeles, CA",1834,455,486,217,306,188,0,12,0,12,0,12,992,478,50,60,14,25,36,56
15000US060372396022,"Block Group 2, Los Angeles, CA",1752,494,632,355,306,171,0,12,0,12,0,12,779,315,35,46,5,9,30,45
15000US060372397011,"Block Group 1, Los Angeles, CA",2674,716,810,597,938,533,17,26,0,12,0,12,880,401,29,34,0,12,29,34
15000US060372397012,"Block Group 2, Los Angeles, CA",2038,488,909,354,365,140,0,12,0,12,0,12,753,388,11,18,11,18,0,12
15000US060372397021,"Block Group 1, Los Angeles, CA",1670,359,571,287,622,282,0,12,0,12,0,12,468,277,9,24,9,24,0,12
15000US060372397022,"Block Group 2, Los Angeles, CA",729,281,116,109,394,170,0,12,0,12,0,12,147,162,72,111,0,12,72,111
15000US060372397023,"Block Group 3, Los Angeles, CA",830,289,35,32,276,172,0,12,0,12,16,22,503,253,0,12,0,12,0,12
15000US060372397024,"Block Group 4, Los Angeles, CA",503,250,178,113,149,96,0,12,0,12,0,12,174,223,2,6,0,12,2,6
15000US060372398011,"Block Group 1, Los Angeles, CA",1177,326,378,212,273,185,0,12,2,4,0,12,522,332,2,5,0,12,2,5
15000US060372398012,"Block Group 2, Los Angeles, CA",1244,338,214,182,351,201,0,12,0,12,0,12,679,328,0,12,0,12,0,12
15000US060372398013,"Block Group 3, Los Angeles, CA",1210,475,794,467,203,116,0,12,0,12,0,12,213,145,0,12,0,12,0,12
15000US060372398021,"Block Group 1, Los Angeles, CA",692,477,341,298,25,29,0,12,0,12,0,12,326,329,0,12,0,12,0,12
15000US060372398022,"Block Group 2, Los Angeles, CA",1079,383,385,306,253,146,103,131,0,12,0,12,338,227,0,12,0,12,0,12
15000US060372398023,"Block Group 3, Los Angeles, CA",1466,489,451,334,75,58,0,12,0,12,0,12,917,434,23,35,0,12,23,35
15000US060372398024,"Block Group 4, Los Angeles, CA",1103,353,297,250,323,193,0,12,0,12,0,12,483,352,0,12,0,12,0,12
15000US060372400101,"Block Group 1, Los Angeles, CA",1130,404,457,418,76,82,0,12,0,12,0,12,597,320,0,12,0,12,0,12
15000US060372400102,"Block Group 2, Los Angeles, CA",980,273,281,155,578,241,0,12,0,12,0,12,115,133,6,11,0,12,6,11
15000US060372400103,"Block Group 3, Los Angeles, CA",1699,426,723,390,308,130,0,12,4,6,0,12,583,278,81,68,64,57,17,19
15000US060372400201,"Block Group 1, Los Angeles, CA",2363,507,1200,466,348,187,0,12,0,12,0,12,719,381,96,131,96,131,0,12
15000US060372400202,"Block Group 2, Los Angeles, CA",1524,319,581,291,461,187,0,12,0,12,0,12,482,316,0,12,0,12,0,12
15000US060372400203,"Block Group 3, Los Angeles, CA",1810,490,882,400,202,151,18,28,10,17,8,14,612,472,78,77,78,77,0,12
15000US060372402001,"Block Group 1, Los Angeles, CA",865,383,143,186,273,133,0,12,0,12,0,12,441,340,8,12,8,12,0,12
15000US060372402002,"Block Group 2, Los Angeles, CA",2695,637,354,214,747,214,89,130,0,12,0,12,1505,613,0,12,0,12,0,12
15000US060372402003,"Block Group 3, Los Angeles, CA",1890,376,240,157,613,233,51,64,55,88,0,12,854,309,77,110,10,15,67,109
15000US060372403001,"Block Group 1, Los Angeles, CA",1674,460,462,350,498,236,0,12,0,12,0,12,714,403,0,12,0,12,0,12
15000US060372403002,"Block Group 2, Los Angeles, CA",1304,349,411,301,184,95,0,12,0,12,0,12,709,334,0,12,0,12,0,12
15000US060372403003,"Block Group 3, Los Angeles, CA",1135,420,212,267,390,116,0,12,20,33,0,12,503,338,10,17,0,12,10,17
15000US060372403004,"Block Group 4, Los Angeles, CA",445,191,84,132,216,144,0,12,0,12,0,12,145,121,0,12,0,12,0,12
15000US060372404011,"Block Group 1, Los Angeles, CA",1554,497,382,251,269,220,0,12,0,12,0,12,881,457,22,52,16,40,6,13
15000US060372404012,"Block Group 2, Los Angeles, CA",1739,509,505,357,404,296,0,12,0,12,0,12,830,268,0,12,0,12,0,12
15000US060372404013,"Block Group 3, Los Angeles, CA",1323,491,481,439,501,252,0,12,34,52,0,12,300,256,7,17,7,17,0,12
15000US060372404021,"Block Group 1, Los Angeles, CA",1467,363,515,396,306,150,0,12,0,12,0,12,594,280,52,63,36,59,16,20
15000US060372404022,"Block Group 2, Los Angeles, CA",1493,417,491,287,434,223,0,12,0,12,0,12,385,222,183,146,37,63,146,128
15000US060372404023,"Block Group 3, Los Angeles, CA",902,340,92,134,690,320,0,12,0,12,0,12,104,93,16,18,16,18,0,12
15000US060372405001,"Block Group 1, Los Angeles, CA",1518,477,228,170,435,175,0,12,0,12,0,12,827,434,28,37,6,10,22,36
15000US060372405002,"Block Group 2, Los Angeles, CA",1590,415,307,251,674,358,34,54,0,12,0,12,549,283,26,33,0,12,26,33
15000US060372405003,"Block Group 3, Los Angeles, CA",1128,304,308,231,474,158,0,12,8,14,0,12,320,206,18,28,0,12,18,28
15000US060372405004,"Block Group 4, Los Angeles, CA",1440,379,289,216,615,257,0,12,0,12,0,12,536,306,0,12,0,12,0,12
15000US060372406001,"Block Group 1, Los Angeles, CA",588,246,81,51,246,153,0,12,0,12,0,12,261,232,0,12,0,12,0,12
15000US060372406002,"Block Group 2, Los Angeles, CA",1502,444,313,265,353,221,0,12,0,12,0,12,836,389,0,12,0,12,0,12
15000US060372406003,"Block Group 3, Los Angeles, CA",757,280,92,112,414,223,0,12,7,10,0,12,232,138,12,20,12,20,0,12
15000US060372406004,"Block Group 4, Los Angeles, CA",1319,437,439,276,220,94,0,12,0,12,0,12,660,369,0,12,0,12,0,12
15000US060372407001,"Block Group 1, Los Angeles, CA",895,300,375,214,353,207,0,12,0,12,2,4,99,164,66,103,0,12,66,103
15000US060372407002,"Block Group 2, Los Angeles, CA",855,306,289,217,486,262,0,12,0,12,0,12,80,84,0,12,0,12,0,12
15000US060372407003,"Block Group 3, Los Angeles, CA",2031,580,661,356,1157,569,0,12,0,12,0,12,213,160,0,12,0,12,0,12
15000US060372407004,"Block Group 4, Los Angeles, CA",1270,361,568,280,530,191,0,12,0,12,0,12,172,190,0,12,0,12,0,12
15000US060372407005,"Block Group 5, Los Angeles, CA",1062,416,511,399,262,122,0,12,0,12,0,12,252,193,37,58,37,58,0,12
15000US060372408001,"Block Group 1, Los Angeles, CA",1237,352,463,240,490,297,0,12,0,12,0,12,284,186,0,12,0,12,0,12
15000US060372408002,"Block Group 2, Los Angeles, CA",1897,397,1019,445,549,274,93,124,0,12,0,12,223,207,13,21,0,12,13,21
15000US060372408003,"Block Group 3, Los Angeles, CA",1858,577,532,316,716,365,8,10,0,12,0,12,594,299,8,14,0,12,8,14
15000US060372409001,"Block Group 1, Los Angeles, CA",1109,603,339,294,334,281,0,12,0,12,0,12,423,432,13,26,13,26,0,12
15000US060372409002,"Block Group 2, Los Angeles, CA",1310,456,686,364,251,196,0,12,0,12,0,12,251,191,122,130,72,95,50,80
15000US060372409003,"Block Group 3, Los Angeles, CA",855,299,384,260,290,131,36,59,0,12,0,12,145,212,0,12,0,12,0,12
15000US060372409004,"Block Group 4, Los Angeles, CA",1174,372,528,316,193,164,0,12,0,12,0,12,406,298,47,79,47,79,0,12
15000US060372409005,"Block Group 5, Los Angeles, CA",1061,356,600,249,130,73,0,12,0,12,0,12,331,285,0,12,0,12,0,12
15000US060372410011,"Block Group 1, Los Angeles, CA",1262,421,428,320,391,219,0,12,0,12,0,12,443,387,0,12,0,12,0,12
15000US060372410012,"Block Group 2, Los Angeles, CA",1252,384,406,275,335,152,0,12,0,12,0,12,511,279,0,12,0,12,0,12
15000US060372410013,"Block Group 3, Los Angeles, CA",1404,444,326,207,818,326,0,12,0,12,0,12,246,302,14,22,0,12,14,22
15000US060372410021,"Block Group 1, Los Angeles, CA",2153,568,993,413,592,264,35,61,0,12,0,12,474,445,59,100,59,100,0,12
15000US060372410022,"Block Group 2, Los Angeles, CA",1128,520,35,38,456,182,0,12,0,12,0,12,612,522,25,39,0,12,25,39
15000US060372410023,"Block Group 3, Los Angeles, CA",950,426,399,332,305,161,0,12,0,12,0,12,246,276,0,12,0,12,0,12
15000US060372411101,"Block Group 1, Los Angeles, CA",1742,327,839,317,469,176,0,12,0,12,0,12,417,200,17,22,12,21,5,7
15000US060372411102,"Block Group 2, Los Angeles, CA",987,237,291,268,334,170,0,12,0,12,0,12,349,177,13,27,13,27,0,12
15000US060372411201,"Block Group 1, Los Angeles, CA",1277,358,669,325,247,125,0,12,0,12,0,12,361,225,0,12,0,12,0,12
15000US060372411202,"Block Group 2, Los Angeles, CA",1994,441,552,368,475,243,0,12,9,18,0,12,833,384,125,179,0,12,125,179
15000US060372411203,"Block Group 3, Los Angeles, CA",611,306,151,152,219,129,0,12,0,12,0,12,241,263,0,12,0,12,0,12
15000US060372411204,"Block Group 4, Los Angeles, CA",1031,338,513,301,335,160,0,12,0,12,0,12,183,150,0,12,0,12,0,12
15000US060372412011,"Block Group 1, Los Angeles, CA",979,339,185,198,604,292,6,14,0,12,0,12,174,210,10,15,0,12,10,15
15000US060372412012,"Block Group 2, Los Angeles, CA",716,268,252,236,404,181,0,12,0,12,0,12,0,12,60,95,0,12,60,95
15000US060372412013,"Block Group 3, Los Angeles, CA",919,289,371,259,246,125,0,12,0,12,0,12,302,171,0,12,0,12,0,12
15000US060372412021,"Block Group 1, Los Angeles, CA",744,245,82,98,468,183,0,12,0,12,0,12,124,120,70,61,0,12,70,61
15000US060372412022,"Block Group 2, Los Angeles, CA",1265,448,8,12,661,274,1,2,0,12,0,12,595,444,0,12,0,12,0,12
15000US060372412023,"Block Group 3, Los Angeles, CA",1243,479,862,396,165,142,0,12,0,12,0,12,173,185,43,68,0,12,43,68
15000US060372412024,"Block Group 4, Los Angeles, CA",983,415,35,33,400,293,0,12,0,12,0,12,453,321,95,91,49,54,46,75
15000US060372412025,"Block Group 5, Los Angeles, CA",759,296,30,33,244,156,32,52,0,12,0,12,363,266,90,128,80,127,10,15
15000US060372413001,"Block Group 1, Los Angeles, CA",1154,182,92,66,547,186,0,12,16,22,0,12,391,173,108,81,56,63,52,59
15000US060372413002,"Block Group 2, Los Angeles, CA",977,237,143,95,542,189,0,12,0,12,0,12,265,180,27,22,7,10,20,20
15000US060372414001,"Block Group 1, Los Angeles, CA",1407,383,602,361,550,221,0,12,0,12,0,12,255,180,0,12,0,12,0,12
15000US060372414002,"Block Group 2, Los Angeles, CA",1956,312,781,231,847,263,0,12,5,12,0,12,303,170,20,21,0,12,20,21
15000US060372420001,"Block Group 1, Los Angeles, CA",1207,295,426,287,699,243,0,12,0,12,0,12,68,75,14,14,10,12,4,6
15000US060372420002,"Block Group 2, Los Angeles, CA",1827,318,707,346,478,146,11,17,0,12,0,12,576,275,55,59,30,49,25,29
15000US060372420003,"Block Group 3, Los Angeles, CA",679,270,487,246,87,51,0,12,0,12,23,36,54,74,28,45,0,12,28,45
15000US060372421001,"Block Group 1, Los Angeles, CA",2714,250,1665,284,802,167,0,12,0,12,0,12,224,129,23,25,14,22,9,13
15000US060372422001,"Block Group 1, Los Angeles, CA",1648,522,1104,512,155,169,14,21,0,12,0,12,375,266,0,12,0,12,0,12
15000US060372422002,"Block Group 2, Los Angeles, CA",954,328,427,257,100,100,0,12,0,12,0,12,413,330,14,23,0,12,14,23
15000US060372422003,"Block Group 3, Los Angeles, CA",2060,478,1042,339,675,293,0,12,29,36,0,12,314,226,0,12,0,12,0,12
15000US060372422004,"Block Group 4, Los Angeles, CA",1533,518,470,315,647,298,0,12,0,12,0,12,392,298,24,36,13,20,11,17
15000US060372423001,"Block Group 1, Los Angeles, CA",3016,680,1523,672,1088,446,0,12,0,12,0,12,405,276,0,12,0,12,0,12
15000US060372423002,"Block Group 2, Los Angeles, CA",667,372,297,284,9,17,0,12,0,12,0,12,361,297,0,12,0,12,0,12
15000US060372423003,"Block Group 3, Los Angeles, CA",1342,424,842,426,294,165,12,20,0,12,0,12,194,230,0,12,0,12,0,12
15000US060372426001,"Block Group 1, Los Angeles, CA",895,287,317,215,408,239,0,12,0,12,0,12,97,89,73,67,42,51,31,36
15000US060372426002,"Block Group 2, Los Angeles, CA",2254,432,807,391,692,245,0,12,0,12,0,12,755,302,0,12,0,12,0,12
15000US060372426003,"Block Group 3, Los Angeles, CA",1478,413,717,359,511,237,68,100,0,12,0,12,182,136,0,12,0,12,0,12
15000US060372427001,"Block Group 1, Los Angeles, CA",869,368,424,271,266,153,0,12,0,12,0,12,179,211,0,12,0,12,0,12
15000US060372427002,"Block Group 2, Los Angeles, CA",1156,439,776,417,77,62,0,12,9,15,0,12,232,271,62,71,26,39,36,58
15000US060372427003,"Block Group 3, Los Angeles, CA",1173,482,660,395,128,102,8,12,0,12,0,12,365,270,12,20,12,20,0,12
15000US060372427004,"Block Group 4, Los Angeles, CA",925,274,282,266,279,165,0,12,0,12,0,12,325,228,39,49,39,49,0,12
15000US060372427005,"Block Group 5, Los Angeles, CA",539,211,231,211,273,140,0,12,0,12,0,12,35,57,0,12,0,12,0,12
15000US060372430001,"Block Group 1, Los Angeles, CA",1113,478,890,487,170,85,0,12,0,12,0,12,53,65,0,12,0,12,0,12
15000US060372430002,"Block Group 2, Los Angeles, CA",1436,512,935,494,266,215,0,12,0,12,0,12,235,174,0,12,0,12,0,12
15000US060372430003,"Block Group 3, Los Angeles, CA",1461,498,1006,458,295,275,0,12,0,12,0,12,160,139,0,12,0,12,0,12
15000US060372430004,"Block Group 4, Los Angeles, CA",1820,525,1005,400,178,112,0,12,0,12,0,12,637,452,0,12,0,12,0,12
15000US060372431001,"Block Group 1, Los Angeles, CA",2835,623,1732,635,631,308,0,12,78,102,0,12,282,222,112,98,112,98,0,12
15000US060372431002,"Block Group 2, Los Angeles, CA",2185,532,917,415,641,230,0,12,0,12,0,12,553,403,74,85,74,85,0,12
15000US060372431003,"Block Group 3, Los Angeles, CA",1511,509,1074,484,226,162,0,12,0,12,0,12,192,146,19,31,0,12,19,31
15000US060372611011,"Block Group 1, Los Angeles, CA",1972,335,1820,348,44,38,0,12,50,75,0,12,13,20,45,41,8,12,37,35
15000US060372611012,"Block Group 2, Los Angeles, CA",1867,394,1731,380,15,24,0,12,69,66,0,12,32,32,20,23,9,17,11,16
15000US060372611021,"Block Group 1, Los Angeles, CA",724,272,633,261,0,12,0,12,35,37,0,12,0,12,56,43,12,17,44,40
15000US060372611022,"Block Group 2, Los Angeles, CA",3559,409,2936,315,30,38,0,12,209,117,0,12,103,77,281,169,113,137,168,93
15000US060372612001,"Block Group 1, Los Angeles, CA",2657,360,2256,332,32,49,0,12,229,225,0,12,15,22,125,83,37,58,88,58
15000US060372612002,"Block Group 2, Los Angeles, CA",1323,295,1126,232,36,48,0,12,101,89,0,12,36,53,24,22,7,11,17,19
15000US060372621001,"Block Group 1, Los Angeles, CA",743,213,709,229,0,12,0,12,15,24,0,12,0,12,19,30,0,12,19,30
15000US060372621002,"Block Group 2, Los Angeles, CA",577,202,577,202,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
15000US060372621003,"Block Group 3, Los Angeles, CA",1839,351,1695,341,34,53,0,12,77,59,0,12,0,12,33,53,0,12,33,53
15000US060372622001,"Block Group 1, Los Angeles, CA",3478,345,2895,346,56,45,0,12,358,150,0,12,38,42,131,88,13,17,118,83
15000US060372622002,"Block Group 2, Los Angeles, CA",1072,207,789,170,25,41,0,12,258,143,0,12,0,12,0,12,0,12,0,12
15000US060372623011,"Block Group 1, Los Angeles, CA",2940,329,2334,323,32,21,6,9,386,192,8,13,77,55,97,57,6,11,91,57
15000US060372623021,"Block Group 1, Los Angeles, CA",1261,299,1172,313,1,3,0,12,44,38,0,12,17,18,27,31,0,12,27,31
15000US060372623022,"Block Group 2, Los Angeles, CA",1699,407,1637,420,0,12,0,12,39,48,0,12,0,12,23,36,0,12,23,36
15000US060372623031,"Block Group 1, Los Angeles, CA",1448,274,1400,277,0,12,0,12,22,22,0,12,9,14,17,28,17,28,0,12
15000US060372623032,"Block Group 2, Los Angeles, CA",725,183,606,170,0,12,18,25,10,16,9,12,0,12,82,82,0,12,82,82
15000US060372623033,"Block Group 3, Los Angeles, CA",919,274,816,255,0,12,0,12,61,66,0,12,0,12,42,40,0,12,42,40
15000US060372624001,"Block Group 1, Los Angeles, CA",1250,350,1159,358,15,18,0,12,76,95,0,12,0,12,0,12,0,12,0,12
